,threshold,fpr,tpr
0,0.0,1.0,1.0
1,0.01,1.0,1.0
2,0.02,1.0,1.0
3,0.03,1.0,1.0
4,0.04,1.0,1.0
5,0.05,1.0,1.0
6,0.06,1.0,1.0
7,0.07,1.0,1.0
8,0.08,1.0,1.0
9,0.09,1.0,1.0
10,0.1,1.0,1.0
11,0.11,1.0,1.0
12,0.12,1.0,1.0
13,0.13,1.0,1.0
14,0.14,1.0,1.0
15,0.15,1.0,1.0
16,0.16,1.0,1.0
17,0.17,1.0,1.0
18,0.18,1.0,1.0
19,0.19,1.0,1.0
20,0.2,1.0,1.0
21,0.21,1.0,1.0
22,0.22,1.0,1.0
23,0.23,1.0,1.0
24,0.24,1.0,1.0
25,0.25,1.0,1.0
26,0.26,1.0,1.0
27,0.27,1.0,1.0
28,0.28,1.0,1.0
29,0.29,1.0,1.0
30,0.3,1.0,1.0
31,0.31,1.0,1.0
32,0.32,1.0,1.0
33,0.33,1.0,1.0
34,0.34,1.0,1.0
35,0.35000000000000003,1.0,1.0
36,0.36,1.0,1.0
37,0.37,1.0,1.0
38,0.38,1.0,1.0
39,0.39,1.0,1.0
40,0.4,1.0,1.0
41,0.41000000000000003,1.0,1.0
42,0.42,1.0,1.0
43,0.43,1.0,1.0
44,0.44,1.0,1.0
45,0.45,1.0,1.0
46,0.46,1.0,1.0
47,0.47000000000000003,1.0,1.0
48,0.48,1.0,1.0
49,0.49,1.0,1.0
50,0.5,1.0,1.0
51,0.51,0.9999441652707984,1.0
52,0.52,0.9988274706867671,0.9994974874371859
53,0.53,0.9914014517029592,0.9974874371859297
54,0.54,0.9527079843662758,0.992964824120603
55,0.55,0.8645449469570072,0.978391959798995
56,0.56,0.7401451702959241,0.9447236180904522
57,0.5700000000000001,0.5807370184254607,0.8939698492462311
58,0.58,0.4192071468453378,0.8025125628140704
59,0.59,0.27213847012841985,0.671356783919598
60,0.6,0.17353433835845897,0.528643216080402
61,0.61,0.1016750418760469,0.38090452261306534
62,0.62,0.05583472920156337,0.2592964824120603
63,0.63,0.02959240647682859,0.19095477386934673
64,0.64,0.01490787269681742,0.13366834170854272
65,0.65,0.00809603573422669,0.07336683417085427
66,0.66,0.0042434394193188165,0.04874371859296482
67,0.67,0.002512562814070352,0.019597989949748745
68,0.68,0.0014517029592406477,0.01457286432160804
69,0.6900000000000001,0.0008375209380234506,0.007537688442211055
70,0.7000000000000001,0.0005583472920156337,0.003015075376884422
71,0.71,0.0005025125628140704,0.0010050251256281408
72,0.72,0.00027917364600781687,0.0005025125628140704
73,0.73,0.0,0.0
74,0.74,0.0,0.0
75,0.75,0.0,0.0
76,0.76,0.0,0.0
77,0.77,0.0,0.0
78,0.78,0.0,0.0
79,0.79,0.0,0.0
80,0.8,0.0,0.0
81,0.81,0.0,0.0
82,0.8200000000000001,0.0,0.0
83,0.8300000000000001,0.0,0.0
84,0.84,0.0,0.0
85,0.85,0.0,0.0
86,0.86,0.0,0.0
87,0.87,0.0,0.0
88,0.88,0.0,0.0
89,0.89,0.0,0.0
90,0.9,0.0,0.0
91,0.91,0.0,0.0
92,0.92,0.0,0.0
93,0.93,0.0,0.0
94,0.9400000000000001,0.0,0.0
95,0.9500000000000001,0.0,0.0
96,0.96,0.0,0.0
97,0.97,0.0,0.0
98,0.98,0.0,0.0
99,0.99,0.0,0.0
